tweet_id,seq_len,runtime_s,true_label,predicted_label
2394,18,0.01989,2,2
2395,5,0.0185,0,2
2396,10,0.0184,0,2
2397,16,0.01856,2,2
2398,12,0.01853,0,2
2399,24,0.01867,0,2
2400,9,0.01865,2,2
2401,31,0.01866,2,2
2402,10,0.01852,0,2
2403,4,0.01864,2,2
2404,14,0.01867,0,2
2405,13,0.0184,2,2
2406,19,0.01831,2,2
2407,22,0.0185,2,2
2408,9,0.01881,2,2
2409,33,0.01928,0,2
2410,26,0.01893,2,2
2411,30,0.01909,2,2
2412,5,0.01861,2,2
2413,26,0.01846,2,2
2414,19,0.01866,0,2
2415,11,0.01862,2,2
2416,10,0.01925,0,2
2417,30,0.01955,0,2
2418,36,0.01956,2,2
2419,15,0.01913,2,2
2420,26,0.0192,2,2
2421,11,0.01937,2,2
2422,24,0.01967,0,2
2423,31,0.01894,2,2
2424,18,0.01849,0,2
2425,16,0.01845,2,2
2426,37,0.01845,0,2
2427,13,0.01916,2,2
2428,16,0.01867,0,2
2429,16,0.01846,2,2
2430,28,0.01949,2,2
2431,20,0.0192,2,2
2432,9,0.019,0,2
2433,29,0.01898,2,2
2434,18,0.02026,0,2
2435,19,0.01921,2,2
2436,10,0.01863,2,2
2437,5,0.01884,0,2
2438,12,0.01903,0,2
2439,19,0.01905,2,2
2440,20,0.01907,0,2
2441,21,0.01954,2,2
2442,18,0.01896,2,2
2443,29,0.01883,2,2
2444,5,0.019,2,2
2445,26,0.01952,0,2
2446,12,0.01929,2,2
2447,21,0.01896,0,2
2448,10,0.01858,0,2
2449,15,0.01897,0,2
2450,15,0.0188,0,2
2451,22,0.01878,2,2
2452,10,0.01865,0,2
2453,18,0.01834,2,2
2454,11,0.01881,2,2
2455,17,0.01877,2,2
2456,9,0.01883,2,2
2457,23,0.01858,0,2
2458,26,0.01855,0,2
2459,10,0.01846,0,2
2460,32,0.01863,0,2
2461,27,0.01867,2,2
2462,11,0.01854,2,2
2463,28,0.01851,2,2
2464,21,0.01841,2,2
2465,8,0.01859,0,2
2466,11,0.01842,2,2
2467,30,0.01832,0,2
2468,10,0.01846,2,2
2469,17,0.01842,2,2
2470,35,0.01857,2,2
2471,29,0.01852,2,2
2472,13,0.01855,2,2
2473,30,0.01856,0,2
2474,20,0.01836,0,2
2475,7,0.01834,2,2
2476,10,0.01833,2,2
2477,13,0.01842,2,2
2478,26,0.01832,0,2
2479,18,0.01869,2,2
2480,27,0.01844,0,2
2481,12,0.01837,0,2
2482,9,0.01829,2,2
2483,11,0.01835,2,2
2484,19,0.01886,0,2
2485,13,0.01876,2,2
2486,25,0.01851,0,2
2487,10,0.01853,2,2
2488,27,0.01884,0,2
2489,3,0.01887,2,2
2490,4,0.0188,2,2
2491,10,0.01861,2,2
2492,23,0.01887,2,2
2493,20,0.01863,0,2
2494,8,0.0187,2,2
2495,28,0.01852,0,2
2496,27,0.01839,2,2
2497,20,0.01831,0,2
2498,5,0.01833,2,2
2499,14,0.01848,2,2
2500,9,0.01868,2,2
2501,17,0.01837,2,2
2502,14,0.01869,2,2
2503,13,0.01843,2,2
2504,20,0.01836,0,2
2505,7,0.01858,0,2
2506,28,0.01862,0,2
2507,8,0.01843,2,2
2508,6,0.01885,0,2
2509,16,0.01905,0,2
2510,16,0.01923,0,2
2511,30,0.01902,2,2
2512,28,0.01917,2,2
2513,20,0.01872,0,2
2514,27,0.01851,0,2
2515,11,0.01843,0,2
2516,4,0.01868,0,2
2517,7,0.01859,0,2
2518,9,0.01862,0,2
2519,7,0.01866,0,2
2520,15,0.0185,0,2
2521,12,0.01872,0,2
2522,19,0.01855,0,2
2523,16,0.01921,2,2
2524,13,0.01922,0,2
2525,24,0.01861,0,2
2526,11,0.01855,2,2
2527,19,0.01842,2,2
2528,5,0.01845,2,2
2529,19,0.01857,2,2
2530,15,0.01848,2,2
2531,13,0.01841,2,2
2532,10,0.01865,2,2
2533,8,0.01846,2,2
2534,28,0.01827,0,2
2535,6,0.01863,0,2
2536,12,0.01864,0,2
2537,13,0.01876,0,2
2538,31,0.01864,2,2
2539,27,0.01845,0,2
2540,12,0.01844,0,2
2541,29,0.01849,2,2
2542,11,0.01874,2,2
2543,19,0.01983,2,2
2544,22,0.01898,2,2
2545,20,0.01856,2,2
2546,9,0.01846,2,2
2547,25,0.0187,0,2
2548,9,0.01872,2,2
2549,30,0.01858,0,2
2550,17,0.01851,0,2
2551,8,0.01859,0,2
2552,26,0.01899,2,2
2553,12,0.02105,2,2
2554,13,0.01851,0,2
2555,20,0.01843,0,2
2556,24,0.01841,0,2
2557,8,0.01855,2,2
2558,17,0.01862,0,2
2559,26,0.01841,2,2
2560,27,0.01861,0,2
2561,20,0.01867,0,2
2562,16,0.01892,2,2
2563,24,0.0186,2,2
2564,13,0.01916,0,2
2565,14,0.01909,2,2
2566,9,0.01879,0,2
2567,30,0.01983,2,2
2568,13,0.01947,2,2
2569,16,0.01915,2,2
2570,9,0.01863,2,2
2571,23,0.01843,0,2
2572,20,0.01874,0,2
2573,27,0.01856,0,2
2574,31,0.01849,2,2
2575,14,0.01907,0,2
2576,11,0.01872,2,2
2577,11,0.01849,0,2
2578,11,0.01863,2,2
2579,17,0.01838,0,2
2580,11,0.01885,2,2
2581,6,0.01864,0,2
2582,19,0.01854,0,2
2583,10,0.01843,2,2
2584,18,0.0186,2,2
2585,29,0.01847,2,2
2586,21,0.01853,2,2
2587,5,0.02033,0,2
2588,11,0.0185,2,2
2589,18,0.01857,0,2
2590,4,0.01866,2,2
2591,20,0.01868,0,2
2592,12,0.01856,2,2
2593,6,0.01859,2,2
2594,5,0.01867,2,2
2595,22,0.0185,2,2
2596,10,0.01849,0,2
2597,6,0.01867,0,2
2598,15,0.01948,2,2
2599,10,0.01896,2,2
2600,24,0.01833,0,2
2601,17,0.01898,0,2
2602,24,0.01857,0,2
2603,25,0.01857,0,2
2604,24,0.01917,2,2
2605,20,0.019,0,2
2606,6,0.02056,0,2
2607,26,0.01846,2,2
2608,15,0.01833,2,2
2609,28,0.01852,0,2
2610,29,0.01845,0,2
2611,6,0.01848,0,2
2612,31,0.01825,2,2
2613,5,0.01848,2,2
2614,5,0.0186,0,2
2615,16,0.01847,2,2
2616,8,0.01866,0,2
2617,11,0.01841,2,2
2618,15,0.01846,2,2
2619,27,0.01847,0,2
2620,26,0.01838,0,2
2621,28,0.0185,0,2
2622,3,0.01847,2,2
2623,8,0.01836,0,2
2624,26,0.01841,2,2
2625,10,0.01844,2,2
2626,32,0.01838,0,2
2627,12,0.01849,0,2
2628,24,0.01954,0,2
2629,14,0.01871,0,2
2630,4,0.01875,0,2
2631,13,0.01878,2,2
2632,18,0.01867,0,2
2633,3,0.01861,2,2
2634,11,0.01843,0,2
2635,36,0.01844,0,2
2636,16,0.01829,2,2
2637,26,0.01846,0,2
2638,8,0.01842,2,2
2639,5,0.01847,0,2
2640,15,0.01845,0,2
2641,24,0.01837,2,2
2642,15,0.01837,2,2
2643,17,0.01824,0,2
2644,20,0.01835,2,2
2645,15,0.01862,0,2
2646,26,0.01869,2,2
2647,25,0.01832,2,2
2648,31,0.01843,0,2
2649,28,0.01838,0,2
2650,5,0.01827,2,2
2651,24,0.01856,0,2
2652,21,0.02099,2,2
2653,31,0.01945,0,2
2654,7,0.01918,2,2
2655,16,0.01884,0,2
2656,25,0.01885,0,2
2657,8,0.01872,0,2
2658,13,0.01865,2,2
2659,29,0.02035,0,2
2660,30,0.01932,2,2
2661,22,0.01871,0,2
2662,14,0.01894,0,2
2663,25,0.01872,2,2
2664,15,0.0188,2,2
2665,5,0.01853,2,2
2666,27,0.01851,0,2
2667,7,0.01889,0,2
2668,12,0.01888,0,2
2669,3,0.01876,0,2
2670,16,0.01904,2,2
2671,11,0.01871,2,2
2672,10,0.01856,2,2
2673,7,0.01843,0,2
2674,15,0.01845,2,2
2675,10,0.01876,2,2
2676,24,0.01873,2,2
2677,17,0.01888,2,2
2678,16,0.01861,2,2
2679,5,0.01835,2,2
2680,19,0.0185,0,2
2681,9,0.01904,0,2
2682,26,0.01859,2,2
2683,9,0.01841,0,2
2684,17,0.01899,0,2
2685,33,0.01898,0,2
2686,12,0.01858,0,2
2687,19,0.01842,2,2
2688,21,0.01859,0,2
2689,15,0.01863,2,2
2690,23,0.01855,2,2
2691,32,0.01846,2,2
2692,28,0.01848,2,2
2693,23,0.01848,2,2
2694,12,0.01846,2,2
2695,20,0.01847,2,2
2696,9,0.01851,2,2
2697,10,0.01872,0,2
2698,19,0.0185,2,2
2699,27,0.01839,2,2
2700,16,0.01859,0,2
2701,17,0.0187,2,2
2702,3,0.01852,0,2
2703,9,0.0186,2,2
2704,22,0.01861,2,2
2705,14,0.01855,0,2
2706,22,0.01916,0,2
2707,26,0.01876,0,2
2708,9,0.01865,0,2
2709,7,0.01877,0,2
2710,24,0.01886,2,2
2711,10,0.01858,2,2
2712,10,0.01966,0,2
2713,32,0.02011,0,2
2714,8,0.0187,2,2
2715,11,0.01859,0,2
2716,21,0.01852,0,2
2717,26,0.01859,2,2
2718,3,0.01868,2,2
2719,5,0.01844,2,2
2720,14,0.01842,2,2
2721,4,0.01865,2,2
2722,16,0.0187,2,2
2723,10,0.01842,0,2
2724,29,0.01879,2,2
2725,10,0.01913,0,2
2726,18,0.01869,2,2
2727,15,0.01862,0,2
2728,26,0.01855,2,2
2729,21,0.01874,2,2
2730,9,0.01872,0,2
2731,32,0.01883,0,2
2732,5,0.01858,0,2
2733,22,0.01864,2,2
2734,27,0.01904,0,2
2735,18,0.01847,2,2
2736,12,0.01864,2,2
2737,21,0.01874,2,2
2738,13,0.0186,2,2
2739,15,0.01872,2,2
2740,32,0.01869,0,2
2741,15,0.01842,2,2
2742,9,0.01867,2,2
2743,32,0.01844,2,2
2744,31,0.01866,0,2
2745,9,0.01867,0,2
2746,4,0.01885,2,2
2747,28,0.01868,0,2
2748,8,0.01865,2,2
2749,20,0.01873,0,2
2750,7,0.01859,2,2
2751,11,0.01858,2,2
2752,12,0.01865,0,2
2753,11,0.01869,2,2
2754,18,0.01844,0,2
2755,19,0.01843,0,2
2756,8,0.0184,2,2
2757,15,0.01844,2,2
2758,8,0.01867,2,2
2759,8,0.01853,0,2
2760,13,0.01886,2,2
2761,13,0.01888,2,2
2762,9,0.01959,2,2
2763,9,0.0197,2,2
2764,9,0.01893,0,2
2765,12,0.01927,0,2
2766,31,0.02108,2,2
2767,17,0.01905,0,2
2768,22,0.01865,0,2
2769,14,0.019,0,2
2770,10,0.01857,2,2
2771,30,0.01882,0,2
2772,10,0.01865,2,2
2773,6,0.01843,2,2
2774,8,0.01851,2,2
2775,24,0.01851,0,2
2776,29,0.01889,0,2
2777,8,0.01873,0,2
2778,31,0.01881,0,2
2779,11,0.01893,2,2
2780,6,0.0187,2,2
2781,7,0.01867,2,2
2782,21,0.01866,0,2
2783,13,0.01859,0,2
2784,12,0.01868,2,2
2785,15,0.01848,0,2
2786,17,0.01864,2,2
2787,11,0.01866,0,2
2788,20,0.0191,0,2
2789,20,0.01865,2,2
2790,10,0.01894,0,2
2791,4,0.01886,2,2
2792,13,0.01859,0,2
2793,18,0.01882,0,2
2794,27,0.01858,0,2
2795,13,0.01862,2,2
2796,5,0.0185,0,2
2797,16,0.01838,2,2
2798,37,0.01869,2,2
2799,14,0.01854,0,2
2800,14,0.01842,2,2
2801,20,0.01855,2,2
2802,5,0.01853,0,2
2803,23,0.0186,2,2
2804,17,0.01867,2,2
2805,16,0.01861,0,2
2806,11,0.0185,2,2
2807,18,0.01837,0,2
2808,22,0.01855,0,2
2809,5,0.01857,0,2
2810,21,0.01853,2,2
2811,26,0.01878,2,2
2812,20,0.01878,2,2
2813,13,0.01862,2,2
2814,12,0.01856,2,2
2815,20,0.01845,0,2
2816,19,0.01877,2,2
2817,10,0.01874,2,2
2818,17,0.01894,0,2
2819,16,0.02108,2,2
2820,28,0.01893,0,2
2821,25,0.01862,2,2
2822,29,0.01945,0,2
2823,27,0.01877,2,2
2824,19,0.0188,0,2
2825,20,0.01876,0,2
2826,10,0.01913,0,2
2827,23,0.01892,0,2
2828,11,0.01871,0,2
2829,11,0.01851,2,2
2830,6,0.01903,2,2
2831,30,0.01933,2,2
2832,11,0.01905,0,2
2833,11,0.01887,2,2
2834,6,0.01905,0,2
2835,26,0.01905,0,2
2836,14,0.01891,2,2
2837,20,0.01874,2,2
2838,10,0.01873,2,2
2839,6,0.01869,2,2
2840,32,0.01855,0,2
2841,27,0.01938,0,2
2842,20,0.01868,2,2
2843,21,0.01871,0,2
2844,10,0.01871,2,2
2845,28,0.01874,0,2
2846,10,0.01873,0,2
2847,13,0.01868,0,2
2848,26,0.0186,0,2
2849,5,0.01876,0,2
2850,3,0.01867,0,2
2851,12,0.01851,0,2
2852,21,0.01855,2,2
2853,19,0.01859,0,2
2854,18,0.01868,0,2
2855,13,0.01872,0,2
2856,12,0.0186,0,2
2857,28,0.01851,2,2
2858,27,0.01863,0,2
2859,14,0.01862,0,2
2860,11,0.01888,2,2
2861,19,0.01859,0,2
2862,13,0.01867,0,2
2863,27,0.01854,2,2
2864,16,0.01876,2,2
2865,13,0.01921,2,2
2866,32,0.0186,2,2
2867,13,0.01848,0,2
2868,17,0.01856,0,2
2869,6,0.01868,2,2
2870,10,0.01883,2,2
2871,8,0.01861,0,2
2872,18,0.02108,0,2
2873,34,0.01885,2,2
2874,8,0.01909,0,2
2875,5,0.01895,2,2
2876,8,0.01884,0,2
2877,24,0.01869,0,2
2878,24,0.01868,2,2
2879,17,0.01856,0,2
2880,19,0.0185,0,2
2881,28,0.01838,2,2
2882,26,0.01844,2,2
2883,16,0.01843,0,2
2884,10,0.01869,0,2
2885,12,0.01843,2,2
2886,28,0.01855,2,2
2887,23,0.01847,0,2
2888,17,0.01862,0,2
2889,10,0.0195,0,2
2890,27,0.01899,0,2
2891,7,0.0188,2,2
2892,13,0.0185,0,2
2893,16,0.01851,2,2
2894,33,0.01851,0,2
2895,20,0.01841,2,2
2896,16,0.01897,2,2
2897,17,0.01913,0,2
2898,28,0.01842,0,2
2899,9,0.01849,2,2
2900,8,0.0184,0,2
2901,17,0.01844,0,2
2902,17,0.01864,0,2
2903,17,0.01854,2,2
2904,18,0.01846,0,2
2905,26,0.01858,0,2
2906,16,0.0186,0,2
2907,17,0.01861,2,2
2908,7,0.01855,0,2
2909,15,0.01852,2,2
2910,20,0.01855,2,2
2911,18,0.01848,0,2
2912,8,0.01867,2,2
2913,30,0.01875,2,2
2914,4,0.01881,2,2
2915,24,0.01857,2,2
2916,10,0.01838,2,2
2917,5,0.01854,0,2
2918,17,0.01833,0,2
2919,21,0.01846,2,2
2920,9,0.0184,2,2
2921,7,0.01845,0,2
2922,13,0.01862,0,2
2923,14,0.0185,2,2
2924,26,0.01855,2,2
2925,17,0.01868,2,2
2926,5,0.01864,2,2
2927,25,0.0183,2,2
2928,17,0.0186,0,2
2929,13,0.01886,0,2
2930,26,0.01832,0,2
2931,25,0.01836,0,2
2932,10,0.01846,2,2
2933,5,0.01839,2,2
2934,33,0.01862,0,2
2935,27,0.01934,2,2
2936,10,0.01855,0,2
2937,34,0.01874,0,2
2938,19,0.01911,2,2
2939,15,0.01891,2,2
2940,17,0.01841,0,2
2941,7,0.01845,2,2
2942,20,0.01859,0,2
2943,16,0.0185,0,2
2944,26,0.01861,0,2
2945,8,0.01843,2,2
2946,10,0.01817,0,2
2947,11,0.01822,2,2
2948,9,0.01896,2,2
2949,19,0.01826,0,2
2950,26,0.0184,2,2
2951,12,0.0183,0,2
2952,7,0.01869,0,2
2953,16,0.01835,2,2
2954,12,0.01831,0,2
2955,19,0.01817,2,2
2956,17,0.01832,0,2
2957,17,0.01828,0,2
2958,5,0.01829,0,2
2959,21,0.0185,2,2
2960,27,0.0183,0,2
2961,5,0.01841,2,2
2962,10,0.01823,0,2
2963,4,0.01828,2,2
2964,7,0.01841,2,2
2965,16,0.01817,2,2
2966,10,0.01826,0,2
2967,8,0.01832,0,2
2968,11,0.01837,2,2
2969,16,0.01835,2,2
2970,23,0.0181,0,2
2971,21,0.01813,2,2
2972,22,0.01832,2,2
2973,19,0.0183,2,2
2974,19,0.01825,2,2
2975,15,0.01836,0,2
2976,28,0.01819,2,2
2977,32,0.01822,0,2
2978,20,0.01838,0,2
2979,21,0.01851,0,2
2980,15,0.02022,0,2
2981,23,0.01973,2,2
2982,19,0.02014,0,2
2983,31,0.01927,0,2
2984,5,0.01965,2,2
2985,10,0.01937,0,2
2986,6,0.01911,0,2
2987,12,0.0191,2,2
2988,12,0.01972,0,2
2989,24,0.01938,2,2
2990,16,0.01955,2,2
2991,9,0.0201,0,2
2992,10,0.01972,0,2
2993,4,0.01959,2,2
2994,19,0.01936,0,2
2995,14,0.01875,2,2
2996,9,0.01874,0,2
2997,33,0.01836,2,2
2998,31,0.01834,0,2
2999,20,0.01815,2,2
3000,19,0.01823,0,2
3001,8,0.01837,2,2
3002,15,0.01841,2,2
3003,24,0.01828,0,2
3004,13,0.01834,0,2
3005,18,0.01821,2,2
3006,26,0.01897,0,2
3007,20,0.01847,0,2
3008,12,0.01836,0,2
3009,16,0.01859,0,2
3010,13,0.01989,0,2
3011,8,0.01975,2,2
3012,6,0.01923,2,2
3013,31,0.01921,0,2
3014,10,0.01913,2,2
3015,19,0.01903,0,2
3016,19,0.01875,0,2
3017,6,0.01853,0,2
3018,14,0.01841,0,2
3019,17,0.01836,0,2
3020,32,0.01876,0,2
3021,23,0.01849,0,2
3022,10,0.01851,2,2
3023,6,0.01844,2,2
3024,12,0.01853,2,2
3025,5,0.01842,2,2
3026,13,0.01868,0,2
3027,22,0.01906,0,2
3028,6,0.01943,2,2
3029,20,0.01952,0,2
3030,15,0.01905,0,2
3031,16,0.01947,0,2
3032,13,0.02062,0,2
3033,25,0.01897,2,2
3034,8,0.01934,0,2
3035,23,0.01967,2,2
3036,6,0.02032,0,2
3037,6,0.01977,2,2
3038,9,0.01947,0,2
3039,30,0.0196,2,2
3040,19,0.02042,2,2
3041,9,0.01996,0,2
3042,20,0.0214,2,2
3043,15,0.02003,0,2
3044,11,0.01974,0,2
3045,13,0.01924,2,2
3046,7,0.02026,0,2
3047,30,0.01897,2,2
3048,6,0.01866,0,2
3049,19,0.01864,0,2
3050,19,0.01867,0,2
3051,5,0.01875,2,2
3052,31,0.01868,0,2
3053,19,0.01894,2,2
3054,7,0.01863,0,2
3055,6,0.01861,0,2
3056,13,0.01824,0,2
3057,6,0.01835,0,2
3058,15,0.01925,0,2
3059,12,0.0183,2,2
3060,18,0.01824,0,2
3061,26,0.01815,2,2
3062,8,0.01813,2,2
3063,21,0.0182,0,2
3064,29,0.0182,2,2
3065,8,0.01823,2,2
3066,12,0.01828,0,2
3067,18,0.01817,2,2
3068,26,0.01815,2,2
3069,27,0.01813,2,2
3070,18,0.01819,2,2
3071,14,0.01816,0,2
3072,27,0.01818,0,2
3073,8,0.0181,0,2
3074,17,0.0181,2,2
3075,7,0.01816,2,2
3076,9,0.01812,2,2
3077,29,0.01814,2,2
3078,21,0.01824,2,2
3079,24,0.01837,0,2
3080,18,0.01815,2,2
3081,24,0.01803,2,2
3082,16,0.01822,2,2
3083,7,0.01816,2,2
3084,23,0.01822,0,2
3085,5,0.01886,2,2
3086,11,0.01836,0,2
3087,6,0.01824,2,2
3088,15,0.01829,2,2
3089,11,0.01864,0,2
3090,10,0.01834,2,2
3091,4,0.01824,0,2
3092,15,0.01829,0,2
3093,26,0.01836,2,2
3094,15,0.01826,2,2
3095,25,0.01837,0,2
3096,24,0.01851,0,2
3097,7,0.01831,2,2
3098,13,0.01851,2,2
3099,25,0.01836,0,2
3100,15,0.01826,2,2
3101,28,0.01834,2,2
3102,23,0.01877,0,2
3103,16,0.01856,2,2
3104,10,0.01853,0,2
3105,19,0.01855,2,2
3106,6,0.01834,0,2
3107,27,0.01864,0,2
3108,9,0.01889,0,2
3109,18,0.01828,0,2
3110,10,0.01841,2,2
3111,22,0.01844,0,2
3112,7,0.01828,2,2
3113,18,0.01831,0,2
3114,15,0.0182,0,2
3115,8,0.01843,0,2
3116,28,0.01823,2,2
3117,13,0.01819,2,2
3118,28,0.01821,2,2
3119,4,0.01829,0,2
3120,15,0.01818,0,2
3121,25,0.01825,0,2
3122,14,0.0182,2,2
3123,4,0.01819,2,2
3124,22,0.01813,2,2
3125,18,0.01821,0,2
3126,10,0.01813,2,2
3127,23,0.01818,2,2
3128,22,0.01822,0,2
3129,17,0.01814,0,2
3130,22,0.0182,0,2
3131,20,0.01825,0,2
3132,12,0.01847,0,2
3133,11,0.01832,0,2
3134,29,0.01828,2,2
3135,9,0.01836,0,2
3136,6,0.01832,0,2
3137,19,0.01823,0,2
3138,5,0.01817,2,2
3139,7,0.01842,2,2
3140,30,0.01843,0,2
3141,27,0.0185,0,2
3142,19,0.01833,0,2
3143,13,0.01879,2,2
3144,34,0.01824,2,2
3145,18,0.01833,2,2
3146,13,0.01877,2,2
3147,18,0.01842,2,2
3148,32,0.01819,0,2
3149,7,0.01853,2,2
3150,8,0.01837,0,2
3151,13,0.01842,2,2
3152,25,0.01835,0,2
3153,32,0.01886,0,2
3154,10,0.01846,2,2
3155,14,0.01856,2,2
3156,17,0.01861,2,2
3157,9,0.01859,2,2
3158,24,0.01855,0,2
3159,19,0.01866,2,2
3160,8,0.0185,2,2
3161,7,0.01848,0,2
3162,24,0.01959,2,2
3163,33,0.01885,0,2
3164,6,0.01852,2,2
3165,21,0.01854,0,2
3166,8,0.01858,2,2
3167,12,0.01864,0,2
3168,9,0.01856,2,2
3169,12,0.01847,0,2
3170,15,0.01854,2,2
3171,15,0.01848,2,2
3172,17,0.01857,0,2
3173,18,0.01846,0,2
3174,14,0.01849,0,2
3175,22,0.01839,0,2
3176,10,0.01834,2,2
3177,19,0.01856,0,2
3178,30,0.01858,2,2
3179,17,0.01846,0,2
3180,27,0.01852,0,2
3181,13,0.01867,0,2
3182,13,0.01868,0,2
3183,14,0.01873,0,2
3184,23,0.01857,0,2
3185,17,0.01856,2,2
3186,12,0.01855,2,2
3187,6,0.01868,2,2
3188,20,0.01867,2,2
3189,5,0.01866,2,2
3190,27,0.01859,2,2
3191,11,0.01857,2,2
3192,4,0.01862,2,2
3193,29,0.01865,0,2
3194,7,0.01874,0,2
3195,6,0.01851,2,2
3196,16,0.01865,0,2
3197,25,0.01853,2,2
3198,10,0.01852,2,2
3199,17,0.01861,2,2
3200,16,0.01857,2,2
3201,6,0.01896,0,2
3202,17,0.01921,0,2
3203,22,0.01868,0,2
3204,5,0.01868,2,2
3205,26,0.01853,2,2
3206,10,0.01873,2,2
3207,18,0.01908,2,2
3208,10,0.01866,2,2
3209,7,0.0187,0,2
3210,14,0.01909,0,2
3211,23,0.01919,2,2
3212,27,0.01884,0,2
3213,20,0.01869,0,2
3214,13,0.01871,2,2
3215,14,0.01888,2,2
3216,14,0.01863,0,2
3217,18,0.01844,2,2
3218,28,0.0185,0,2
3219,7,0.01843,2,2
3220,28,0.01841,2,2
3221,30,0.01849,2,2
3222,5,0.01841,2,2
3223,19,0.01845,0,2
3224,17,0.01849,2,2
3225,15,0.0186,2,2
3226,9,0.01865,2,2
3227,26,0.01858,0,2
3228,10,0.01835,0,2
3229,9,0.01846,0,2
3230,23,0.01896,0,2
3231,10,0.0189,2,2
3232,40,0.01885,0,2
3233,30,0.01881,0,2
3234,6,0.01886,2,2
3235,10,0.01895,2,2
3236,19,0.01932,0,2
3237,4,0.01888,2,2
3238,11,0.01867,0,2
3239,9,0.01853,2,2
3240,7,0.01856,0,2
3241,5,0.01875,0,2
3242,17,0.0193,2,2
3243,22,0.01905,0,2
3244,12,0.01887,0,2
3245,15,0.01871,2,2
3246,7,0.01893,2,2
3247,7,0.01897,0,2
3248,9,0.01893,0,2
3249,7,0.01876,0,2
3250,4,0.01929,0,2
3251,25,0.01928,2,2
3252,10,0.01876,2,2
3253,29,0.0187,0,2
3254,11,0.01872,2,2
3255,24,0.01926,2,2
3256,4,0.01849,2,2
3257,6,0.01838,2,2
3258,32,0.01907,2,2
3259,29,0.01877,0,2
3260,14,0.01912,0,2
3261,27,0.01892,0,2
3262,32,0.01882,0,2
3263,23,0.01911,0,2
3264,9,0.01902,0,2
3265,15,0.0187,0,2
3266,9,0.01864,2,2
3267,9,0.0187,0,2
3268,28,0.0194,0,2
3269,10,0.01925,2,2
3270,19,0.01873,0,2
3271,8,0.01877,0,2
3272,12,0.01868,2,2
3273,13,0.01886,2,2
3274,9,0.0188,2,2
3275,36,0.01872,2,2
3276,9,0.01861,2,2
3277,20,0.01859,0,2
3278,32,0.01862,0,2
3279,19,0.01871,2,2
3280,14,0.01865,0,2
3281,14,0.01857,0,2
3282,16,0.01904,0,2
3283,29,0.01855,0,2
3284,20,0.01954,2,2
3285,9,0.01874,0,2
3286,26,0.01843,2,2
3287,30,0.0184,0,2
3288,28,0.01836,0,2
3289,22,0.01842,2,2
3290,4,0.01838,2,2
3291,15,0.01835,0,2
3292,23,0.0183,0,2
3293,20,0.0186,2,2
3294,16,0.0185,2,2
3295,27,0.01836,2,2
3296,21,0.0183,0,2
3297,10,0.01846,0,2
3298,22,0.01844,2,2
3299,16,0.01842,0,2
3300,5,0.01858,2,2
3301,14,0.01857,0,2
3302,30,0.01838,0,2
3303,24,0.01872,0,2
3304,23,0.01833,2,2
3305,6,0.01836,2,2
3306,9,0.01845,2,2
3307,16,0.01835,2,2
3308,10,0.01834,2,2
3309,28,0.01843,2,2
3310,29,0.01836,0,2
3311,27,0.01862,2,2
3312,18,0.01873,2,2
3313,8,0.01851,2,2
3314,7,0.01861,0,2
3315,18,0.01855,2,2
3316,15,0.01862,2,2
3317,15,0.01892,2,2
3318,29,0.01857,0,2
3319,4,0.01847,0,2
3320,21,0.01844,0,2
3321,12,0.01839,0,2
3322,10,0.01855,0,2
3323,30,0.01858,2,2
3324,27,0.01849,2,2
3325,29,0.01846,0,2
3326,4,0.01844,2,2
3327,10,0.01877,2,2
3328,18,0.0184,2,2
3329,20,0.01837,0,2
3330,13,0.01821,2,2
3331,11,0.01839,0,2
3332,30,0.01861,0,2
3333,22,0.01853,2,2
3334,10,0.01826,2,2
3335,11,0.01815,0,2
3336,4,0.01827,2,2
3337,18,0.01821,0,2
3338,8,0.01822,0,2
3339,11,0.01828,2,2
3340,13,0.01839,0,2
3341,10,0.0182,0,2
3342,26,0.01856,2,2
3343,9,0.01828,0,2
3344,26,0.01807,2,2
3345,9,0.01829,2,2
3346,30,0.01833,0,2
3347,26,0.01823,0,2
3348,4,0.01822,2,2
3349,9,0.0183,2,2
3350,8,0.01831,0,2
3351,10,0.01864,2,2
3352,5,0.01832,2,2
3353,10,0.01844,0,2
3354,9,0.01886,2,2
3355,21,0.01844,2,2
3356,21,0.01842,0,2
3357,10,0.01849,2,2
3358,9,0.01846,0,2
3359,21,0.0184,0,2
3360,8,0.0183,2,2
3361,9,0.01836,2,2
3362,24,0.0183,2,2
3363,10,0.01849,2,2
3364,10,0.01841,0,2
3365,14,0.01847,0,2
3366,25,0.01864,2,2
3367,22,0.01848,0,2
3368,10,0.01907,0,2
3369,5,0.01857,2,2
3370,12,0.01831,0,2
3371,11,0.01864,0,2
3372,7,0.01877,0,2
3373,12,0.01863,2,2
3374,23,0.01851,0,2
3375,12,0.01844,0,2
3376,26,0.01862,0,2
3377,16,0.01851,0,2
3378,15,0.0185,0,2
3379,6,0.01858,2,2
3380,14,0.01879,0,2
3381,25,0.01851,0,2
3382,15,0.01842,2,2
3383,26,0.01838,2,2
3384,11,0.01875,2,2
3385,24,0.01863,2,2
3386,12,0.01855,0,2
3387,7,0.01839,2,2
3388,4,0.0189,2,2
3389,17,0.01852,2,2
3390,10,0.01889,0,2
3391,17,0.01871,0,2
